Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SPHR","SPHERE ENTERTAINMENT CLASS A","Communication","Equity","117,576,757.62","0.14","117,576,757.62","715,971.00","164.22","United States","NYSE","USD","1.00","USD","-"
"KTB","KONTOOR BRANDS","Consumer Discretionary","Equity","117,458,806.90","0.14","117,458,806.90","1,427,203.00","82.30","United States","NYSE","USD","1.00","USD","-"
"DIOD","DIODES","Information Technology","Equity","117,138,479.30","0.14","117,138,479.30","1,182,023.00","99.10","United States","NASDAQ","USD","1.00","USD","-"
"BCO","BRINKS","Industrials","Equity","116,755,243.50","0.14","116,755,243.50","1,069,775.00","109.14","United States","NYSE","USD","1.00","USD","-"
"ACMR","ACM RESEARCH CLASS A","Information Technology","Equity","116,599,171.26","0.14","116,599,171.26","1,381,998.00","84.37","United States","NASDAQ","USD","1.00","USD","-"
"FULT","FULTON FINANCIAL CORP","Financials","Equity","116,355,471.30","0.14","116,355,471.30","4,788,291.00","24.30","United States","NASDAQ","USD","1.00","USD","-"
"CVSA","COVISTA","Consumer Discretionary","Equity","116,136,759.48","0.14","116,136,759.48","883,438.00","131.46","United States","NYSE","USD","1.00","USD","-"
"MRX","MAREX GROUP LTD","Financials","Equity","115,655,998.20","0.14","115,655,998.20","1,609,015.00","71.88","Bermuda","NASDAQ","USD","1.00","USD","-"
"ICUI","ICU MEDICAL","Health Care","Equity","115,226,340.48","0.14","115,226,340.48","627,048.00","183.76","United States","NASDAQ","USD","1.00","USD","-"
"FBP","FIRST BANCORP","Financials","Equity","114,899,596.64","0.14","114,899,596.64","3,913,474.00","29.36","United States","NYSE","USD","1.00","USD","-"
"BOX","BOX INC CLASS A","Information Technology","Equity","114,567,504.56","0.14","114,567,504.56","3,531,674.00","32.44","United States","NYSE","USD","1.00","USD","-"
"KFY","KORN FERRY","Industrials","Equity","114,524,988.22","0.14","114,524,988.22","1,365,506.00","83.87","United States","NYSE","USD","1.00","USD","-"
"LIVN","LIVANOVA PLC","Health Care","Equity","114,513,170.64","0.14","114,513,170.64","1,433,924.00","79.86","United States","NASDAQ","USD","1.00","USD","-"
"NWE","NORTHWESTERN ENERGY GROUP","Utilities","Equity","113,673,838.63","0.14","113,673,838.63","1,609,883.00","70.61","United States","NASDAQ","USD","1.00","USD","-"
"TCBI","TEXAS CAPITAL BANCSHARES","Financials","Equity","113,665,739.19","0.14","113,665,739.19","1,138,593.00","99.83","United States","NASDAQ","USD","1.00","USD","-"
"ONDS","ONDAS INC","Information Technology","Equity","113,005,950.78","0.14","113,005,950.78","12,473,063.00","9.06","United States","NASDAQ","USD","1.00","USD","-"
"AZZ","AZZ INC","Industrials","Equity","112,999,152.42","0.14","112,999,152.42","771,694.00","146.43","United States","NYSE","USD","1.00","USD","-"
"CBT","CABOT CORP","Materials","Equity","112,734,740.14","0.14","112,734,740.14","1,337,939.00","84.26","United States","NYSE","USD","1.00","USD","-"
"HP","HELMERICH & PAYNE","Energy","Equity","111,266,133.57","0.14","111,266,133.57","2,517,903.00","44.19","United States","NYSE","USD","1.00","USD","-"
"NSIT","INSIGHT ENTERPRISES INC","Information Technology","Equity","110,897,408.44","0.14","110,897,408.44","743,081.00","149.24","United States","NASDAQ","USD","1.00","USD","-"
"URBN","URBAN OUTFITTERS INC","Consumer Discretionary","Equity","110,847,005.56","0.14","110,847,005.56","1,486,084.00","74.59","United States","NASDAQ","USD","1.00","USD","-"
"CATY","CATHAY GENERAL BANCORP","Financials","Equity","110,504,699.40","0.13","110,504,699.40","1,721,257.00","64.20","United States","NASDAQ","USD","1.00","USD","-"
"ITRI","ITRON","Information Technology","Equity","110,337,984.54","0.13","110,337,984.54","1,147,203.00","96.18","United States","NASDAQ","USD","1.00","USD","-"
"CDP","COPT DEFENSE PROPERTIES","Real Estate","Equity","110,245,937.82","0.13","110,245,937.82","2,990,937.00","36.86","United States","NYSE","USD","1.00","USD","-"
"FLG","FLAGSTAR BANK NATIONAL ASSOCIATION","Financials","Equity","109,691,951.98","0.13","109,691,951.98","7,937,189.00","13.82","United States","NYSE","USD","1.00","USD","-"
"SKT","TANGER","Real Estate","Equity","109,635,627.60","0.13","109,635,627.60","2,861,055.00","38.32","United States","NYSE","USD","1.00","USD","-"
"ACHR","ARCHER AVIATION CLASS A","Industrials","Equity","109,408,869.60","0.13","109,408,869.60","17,311,530.00","6.32","United States","NYSE","USD","1.00","USD","-"
"PTEN","PATTERSON UTI ENERGY INC","Energy","Equity","109,371,380.00","0.13","109,371,380.00","9,020,320.00","12.13","United States","NASDAQ","USD","1.00","USD","-"
"ITGR","INTEGER HOLDINGS CORP","Health Care","Equity","109,285,754.13","0.13","109,285,754.13","873,657.00","125.09","United States","NYSE","USD","1.00","USD","-"
"YOU","CLEAR SECURE CLASS A","Information Technology","Equity","109,095,048.69","0.13","109,095,048.69","2,445,529.00","44.61","United States","NYSE","USD","1.00","USD","-"
"ACLS","AXCELIS TECHNOLOGIES","Information Technology","Equity","109,055,968.05","0.13","109,055,968.05","805,495.00","135.39","United States","NASDAQ","USD","1.00","USD","-"
"PJT","PJT PARTNERS CLASS A","Financials","Equity","108,674,092.08","0.13","108,674,092.08","640,314.00","169.72","United States","NYSE","USD","1.00","USD","-"
"UNF","UNIFIRST","Industrials","Equity","108,628,480.50","0.13","108,628,480.50","379,157.00","286.50","United States","NYSE","USD","1.00","USD","-"
"WSFS","WSFS FINANCIAL","Financials","Equity","108,559,393.11","0.13","108,559,393.11","1,328,919.00","81.69","United States","NASDAQ","USD","1.00","USD","-"
"ATMU","ATMUS FILTRATION TECHNOLOGIES","Industrials","Equity","108,112,577.91","0.13","108,112,577.91","2,167,019.00","49.89","United States","NYSE","USD","1.00","USD","-"
"TPC","TUTOR PERINI","Industrials","Equity","107,722,391.66","0.13","107,722,391.66","1,174,342.00","91.73","United States","NYSE","USD","1.00","USD","-"
"BGC","BGC GROUP INC CLASS A","Financials","Equity","107,522,223.66","0.13","107,522,223.66","9,712,938.00","11.07","United States","NASDAQ","USD","1.00","USD","-"
"DK","DELEK US HOLDINGS INC","Energy","Equity","107,252,686.98","0.13","107,252,686.98","1,572,159.00","68.22","United States","NYSE","USD","1.00","USD","-"
"INSW","INTERNATIONAL SEAWAYS","Energy","Equity","106,937,785.15","0.13","106,937,785.15","1,082,695.00","98.77","United States","NYSE","USD","1.00","USD","-"
"TENB","TENABLE HOLDINGS","Information Technology","Equity","106,887,677.82","0.13","106,887,677.82","2,941,323.00","36.34","United States","NASDAQ","USD","1.00","USD","-"
"UCB","UNITED COMMUNITY BANKS INC","Financials","Equity","106,601,072.10","0.13","106,601,072.10","2,916,582.00","36.55","United States","NYSE","USD","1.00","USD","-"
"SLG","SL GREEN REALTY REIT CORP","Real Estate","Equity","106,494,571.40","0.13","106,494,571.40","1,873,585.00","56.84","United States","NYSE","USD","1.00","USD","-"
"INDB","INDEPENDENT BANK CORP","Financials","Equity","106,394,146.06","0.13","106,394,146.06","1,246,709.00","85.34","United States","NASDAQ","USD","1.00","USD","-"
"SKYW","SKYWEST","Industrials","Equity","105,614,438.79","0.13","105,614,438.79","1,024,289.00","103.11","United States","NASDAQ","USD","1.00","USD","-"
"CON","CONCENTRA GROUP HOLDINGS PARENT IN","Health Care","Equity","105,175,060.75","0.13","105,175,060.75","3,000,715.00","35.05","United States","NYSE","USD","1.00","USD","-"
"BNL","BROADSTONE NET LEASE","Real Estate","Equity","105,140,337.42","0.13","105,140,337.42","5,059,689.00","20.78","United States","NYSE","USD","1.00","USD","-"
"FSLY","FASTLY CLASS A","Information Technology","Equity","104,769,492.56","0.13","104,769,492.56","3,940,184.00","26.59","United States","NASDAQ","USD","1.00","USD","-"
"SYNA","SYNAPTICS","Information Technology","Equity","104,664,158.94","0.13","104,664,158.94","998,418.00","104.83","United States","NASDAQ","USD","1.00","USD","-"
"IBOC","INTERNATIONAL BANCSHARES CORP","Financials","Equity","104,149,823.53","0.13","104,149,823.53","1,434,373.00","72.61","United States","NASDAQ","USD","1.00","USD","-"
"CHEF","CHEFS WAREHOUSE INC","Consumer Staples","Equity","103,620,465.30","0.13","103,620,465.30","956,791.00","108.30","United States","NASDAQ","USD","1.00","USD","-"
"CECO","CECO ENVIRONMENTAL","Industrials","Equity","103,391,492.00","0.13","103,391,492.00","1,350,640.00","76.55","United States","NASDAQ","USD","1.00","USD","-"
"AVNT","AVIENT CORP","Materials","Equity","103,331,408.66","0.13","103,331,408.66","2,377,621.00","43.46","United States","NYSE","USD","1.00","USD","-"
"RELY","REMITLY GLOBAL INC","Financials","Equity","102,933,674.40","0.13","102,933,674.40","4,046,135.00","25.44","United States","NASDAQ","USD","1.00","USD","-"
"ABG","ASBURY AUTOMOTIVE GROUP INC","Consumer Discretionary","Equity","102,553,268.40","0.13","102,553,268.40","502,860.00","203.94","United States","NYSE","USD","1.00","USD","-"
"XMTR","XOMETRY CLASS A","Industrials","Equity","102,263,997.60","0.12","102,263,997.60","1,189,808.00","85.95","United States","NASDAQ","USD","1.00","USD","-"
"ERAS","ERASCA","Health Care","Equity","102,140,978.80","0.12","102,140,978.80","5,643,148.00","18.10","United States","NASDAQ","USD","1.00","USD","-"
"PARR","PAR PACIFIC HOLDINGS INC","Energy","Equity","102,076,374.72","0.12","102,076,374.72","1,267,872.00","80.51","United States","NYSE","USD","1.00","USD","-"
"QTWO","Q2 HOLDINGS INC","Information Technology","Equity","102,005,784.08","0.12","102,005,784.08","1,623,262.00","62.84","United States","NYSE","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","101,760,409.20","0.12","101,760,409.20","2,388,742.00","42.60","United States","NYSE","USD","1.00","USD","-"
"GEO","GEO GROUP","Industrials","Equity","101,421,088.34","0.12","101,421,088.34","3,281,174.00","30.91","United States","NYSE","USD","1.00","USD","-"
"DYN","DYNE THERAPEUTICS","Health Care","Equity","100,561,682.00","0.12","100,561,682.00","3,867,757.00","26.00","United States","NASDAQ","USD","1.00","USD","-"
"IRT","INDEPENDENCE REALTY","Real Estate","Equity","100,533,036.24","0.12","100,533,036.24","6,137,548.00","16.38","United States","NYSE","USD","1.00","USD","-"
"SXI","STANDEX INTERNATIONAL CORP","Industrials","Equity","100,503,710.67","0.12","100,503,710.67","313,203.00","320.89","United States","NYSE","USD","1.00","USD","-"
"MWA","MUELLER WATER PRODUCTS SERIES A","Industrials","Equity","100,460,111.93","0.12","100,460,111.93","4,032,923.00","24.91","United States","NYSE","USD","1.00","USD","-"
"FELE","FRANKLIN ELECTRIC","Industrials","Equity","100,399,544.40","0.12","100,399,544.40","984,792.00","101.95","United States","NASDAQ","USD","1.00","USD","-"
"CVBF","CVB FINANCIAL CORP","Financials","Equity","100,349,038.08","0.12","100,349,038.08","4,355,427.00","23.04","United States","NASDAQ","USD","1.00","USD","-"
"CNK","CINEMARK HOLDINGS INC","Communication","Equity","100,205,496.50","0.12","100,205,496.50","2,730,395.00","36.70","United States","NYSE","USD","1.00","USD","-"
"GFF","GRIFFON","Industrials","Equity","100,136,686.48","0.12","100,136,686.48","989,102.00","101.24","United States","NYSE","USD","1.00","USD","-"
"CRC","CALIFORNIA RESOURCES","Energy","Equity","99,964,948.68","0.12","99,964,948.68","1,881,162.00","53.14","United States","NYSE","USD","1.00","USD","-"
"ACAD","ACADIA PHARMACEUTICALS","Health Care","Equity","99,920,517.42","0.12","99,920,517.42","3,310,819.00","30.18","United States","NASDAQ","USD","1.00","USD","-"
"WSBC","WESBANCO","Financials","Equity","99,157,579.29","0.12","99,157,579.29","2,349,149.00","42.21","United States","NASDAQ","USD","1.00","USD","-"
"MHO","M I HOMES INC","Consumer Discretionary","Equity","98,247,475.34","0.12","98,247,475.34","661,421.00","148.54","United States","NYSE","USD","1.00","USD","-"
"IRTC","IRHYTHM HOLDINGS INC","Health Care","Equity","98,001,248.40","0.12","98,001,248.40","850,410.00","115.24","United States","NASDAQ","USD","1.00","USD","-"
"MC","MOELIS CLASS A","Financials","Equity","97,921,607.49","0.12","97,921,607.49","1,470,957.00","66.57","United States","NYSE","USD","1.00","USD","-"
"STEP","STEPSTONE GROUP CLASS A","Financials","Equity","97,766,319.36","0.12","97,766,319.36","2,016,632.00","48.48","United States","NASDAQ","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Consumer Discretionary","Equity","97,418,954.64","0.12","97,418,954.64","83,032.00","1,173.27","United States","NYSE","USD","1.00","USD","-"
"CSTM","CONSTELLIUM SE CLASS A","Materials","Equity","97,201,852.65","0.12","97,201,852.65","3,472,735.00","27.99","United States","NYSE","USD","1.00","USD","-"
"RXO","RXO INC","Industrials","Equity","97,070,072.46","0.12","97,070,072.46","4,289,442.00","22.63","United States","NYSE","USD","1.00","USD","-"
"KNF","KNIFE RIVER CORP","Materials","Equity","96,811,480.15","0.12","96,811,480.15","1,479,167.00","65.45","United States","NYSE","USD","1.00","USD","-"
"AEHR","AEHR TEST SYSTEMS","Information Technology","Equity","96,755,440.50","0.12","96,755,440.50","785,034.00","123.25","United States","NASDAQ","USD","1.00","USD","-"
"ADPT","ADAPTIVE BIOTECHNOLOGIES","Health Care","Equity","96,615,110.40","0.12","96,615,110.40","3,933,840.00","24.56","United States","NASDAQ","USD","1.00","USD","-"
"IMVT","IMMUNOVANT","Health Care","Equity","96,475,255.30","0.12","96,475,255.30","2,177,771.00","44.30","United States","NASDAQ","USD","1.00","USD","-"
"PII","POLARIS INC","Consumer Discretionary","Equity","96,233,910.48","0.12","96,233,910.48","1,423,368.00","67.61","United States","NYSE","USD","1.00","USD","-"
"BMI","BADGER METER","Information Technology","Equity","96,163,468.41","0.12","96,163,468.41","763,869.00","125.89","United States","NYSE","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","96,036,150.28","0.12","96,036,150.28","96,036,150.00","100.00","United States","-","USD","1.00","USD","-"
"LGN","LEGENCE CLASS A","Industrials","Equity","95,697,786.24","0.12","95,697,786.24","1,503,264.00","63.66","United States","NASDAQ","USD","1.00","USD","-"
"KAI","KADANT INC","Industrials","Equity","95,520,533.96","0.12","95,520,533.96","308,489.00","309.64","United States","NYSE","USD","1.00","USD","-"
"OPCH","OPTION CARE HEALTH INC","Health Care","Equity","95,300,073.33","0.12","95,300,073.33","4,070,913.00","23.41","United States","NASDAQ","USD","1.00","USD","-"
"MIR","MIRION TECHNOLOGIES CLASS A","Information Technology","Equity","95,252,065.86","0.12","95,252,065.86","6,213,442.00","15.33","United States","NYSE","USD","1.00","USD","-"
"STNG","SCORPIO TANKERS","Energy","Equity","94,851,842.74","0.12","94,851,842.74","1,195,511.00","79.34","United States","NYSE","USD","1.00","USD","-"
"HNGE","HINGE HEALTH CLASS A","Health Care","Equity","94,841,146.16","0.12","94,841,146.16","1,074,809.00","88.24","United States","NYSE","USD","1.00","USD","-"
"UCTT","ULTRA CLEAN HOLDINGS INC","Information Technology","Equity","94,459,880.88","0.12","94,459,880.88","1,154,484.00","81.82","United States","NASDAQ","USD","1.00","USD","-"
"DORM","DORMAN PRODUCTS","Consumer Discretionary","Equity","94,441,661.00","0.12","94,441,661.00","711,050.00","132.82","United States","NASDAQ","USD","1.00","USD","-"
"GNW","GENWORTH FINANCIAL INC","Financials","Equity","94,371,762.24","0.12","94,371,762.24","9,362,278.00","10.08","United States","NYSE","USD","1.00","USD","-"
"WK","WORKIVA CLASS A","Information Technology","Equity","93,994,636.50","0.11","93,994,636.50","1,340,865.00","70.10","United States","NYSE","USD","1.00","USD","-"
"APLE","APPLE HOSPITALITY REIT INC","Real Estate","Equity","93,278,588.19","0.11","93,278,588.19","5,804,517.00","16.07","United States","NYSE","USD","1.00","USD","-"
"HTFL","HEARTFLOW","Health Care","Equity","92,897,535.16","0.11","92,897,535.16","2,053,892.00","45.23","United States","NASDAQ","USD","1.00","USD","-"
"LMND","LEMONADE INC","Financials","Equity","92,303,548.12","0.11","92,303,548.12","1,841,651.00","50.12","United States","NYSE","USD","1.00","USD","-"
"TNGX","TANGO THERAPEUTICS","Health Care","Equity","92,241,776.64","0.11","92,241,776.64","3,625,856.00","25.44","United States","NASDAQ","USD","1.00","USD","-"
"DNLI","DENALI THERAPEUTICS","Health Care","Equity","92,085,939.66","0.11","92,085,939.66","3,787,986.00","24.31","United States","NASDAQ","USD","1.00","USD","-"
"CALM","CAL MAINE FOODS","Consumer Staples","Equity","91,790,978.30","0.11","91,790,978.30","1,130,570.00","81.19","United States","NASDAQ","USD","1.00","USD","-"
"CELC","CELCUITY","Health Care","Equity","91,682,425.80","0.11","91,682,425.80","983,295.00","93.24","United States","NASDAQ","USD","1.00","USD","-"
"USAR","USA RARE EARTH CLASS A","Materials","Equity","91,557,826.98","0.11","91,557,826.98","4,946,398.00","18.51","United States","NASDAQ","USD","1.00","USD","-"
"FFBC","FIRST FINANCIAL BANCORP","Financials","Equity","91,401,443.15","0.11","91,401,443.15","2,704,985.00","33.79","United States","NASDAQ","USD","1.00","USD","-"
"OPLN","OPENLANE INC","Industrials","Equity","91,385,434.44","0.11","91,385,434.44","2,729,553.00","33.48","United States","NYSE","USD","1.00","USD","-"
"NHI","NATIONAL HEALTH INVESTORS REIT","Real Estate","Equity","91,357,159.08","0.11","91,357,159.08","1,247,367.00","73.24","United States","NYSE","USD","1.00","USD","-"
"NMIH","NMI HOLDINGS","Financials","Equity","91,289,418.42","0.11","91,289,418.42","2,001,522.00","45.61","United States","NASDAQ","USD","1.00","USD","-"
"UUUU","ENERGY FUELS INC","Energy","Equity","91,149,139.94","0.11","91,149,139.94","6,469,066.00","14.09","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
